StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,Gender_Label,Ethnicity_Label,ParentalEducation_Label,ParentalSupport_Label,GradeClass_Label,Total_Activities,Support_Score,Engagement_Score,At_Risk,GPA_Normalized,StudyTimeWeekly_Normalized,Absences_Normalized
1076,16,0,0,3,18.28680885332967,17,0,3,0,1,0,0,1.8558655731681937,4.0,Female,Caucasian,Bachelor,High,A,1,6,6.571702213332418,1,0.4639663932920484,0.9153385407818928,0.5862068965517241
1077,18,0,0,2,5.305701781721048,3,0,3,0,0,0,0,2.7344014944199917,2.0,Female,Caucasian,Some College,High,C,0,5,1.326425445430262,0,0.6836003736049979,0.2655371325500731,0.1034482758620689
1078,18,1,1,3,18.079061303797783,18,1,1,1,1,0,0,2.1317372971872284,3.0,Male,African American,Bachelor,Low,B,2,4,11.519765325949448,0,0.5329343242968071,0.904939223566662,0.6206896551724138
1079,17,1,0,0,6.413255094728645,19,0,1,0,0,0,0,0.9797699107752862,4.0,Male,Caucasian,,Low,A,0,1,1.6033137736821612,1,0.2449424776938215,0.3209784518854793,0.6551724137931034
1080,18,1,3,1,11.046760269110056,25,0,3,0,1,0,0,0.994325023551287,4.0,Male,Other,High School,High,A,1,4,4.761690067277514,1,0.2485812558878217,0.5529200090079535,0.8620689655172413
1081,17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0,2.0746999767813343,3.0,Female,Other,High School,Low,B,1,2,2.2525373541614107,0,0.5186749941953336,0.0505126388330185,0.2068965517241379
1082,18,1,2,2,0.8776217673748721,25,0,2,0,0,0,0,0.500508035804656,4.0,Male,Asian,Some College,Moderate,A,0,4,0.219405441843718,1,0.125127008951164,0.0438786396948288,0.8620689655172413
1083,15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.532438417587673,2.0,Male,African American,High School,,C,2,1,7.6018660636610145,0,0.6331096043969182,0.7211483558202617,0.2413793103448275
1084,18,0,2,1,8.88959955955582,16,0,1,0,1,0,0,1.4633780357856976,4.0,Female,Asian,High School,Low,A,1,2,4.222399889888955,1,0.3658445089464244,0.4449379964478343,0.5517241379310345
1085,17,1,0,2,5.125847507384352,12,0,3,1,1,0,0,2.342836773191855,3.0,Male,Caucasian,Some College,High,B,2,5,5.2814618768460875,0,0.5857091932979638,0.2565340821865101,0.4137931034482758
1086,17,1,2,3,3.808269920498204,23,0,3,0,0,0,0,1.1588463344506037,4.0,Male,Asian,Bachelor,High,A,0,6,0.952067480124551,1,0.2897115836126509,0.1905794785698552,0.7931034482758621
1087,16,1,0,1,13.399069817184362,20,1,1,1,0,1,1,1.5237487447337323,4.0,Male,Caucasian,High School,Low,A,3,2,12.34976745429609,1,0.3809371861834331,0.6706706791552587,0.6896551724137931
1088,15,0,2,1,0.0080308805067974,27,0,1,0,0,1,0,0.0,4.0,Female,Asian,High School,Low,A,1,2,2.0020077201266995,1,0.0,0.0003491179248178,0.9310344827586208
1089,18,0,0,1,16.117823383937086,22,0,0,1,0,1,0,1.0586220144439875,4.0,Female,Caucasian,High School,,A,2,1,8.029455845984272,1,0.2646555036109969,0.8067646106331907,0.7586206896551724
1090,16,0,2,1,1.5849921225985764,10,0,2,0,0,1,1,2.2297401841747666,3.0,Female,Asian,High School,Moderate,B,2,3,4.3962480306496445,0,0.5574350460436917,0.0792878116884195,0.3448275862068966
1091,18,0,3,1,3.829792298162389,26,0,1,0,0,0,1,0.1947432807455151,4.0,Female,Other,High School,Low,A,1,2,2.957448074540597,1,0.0486858201863787,0.1916568343945577,0.896551724137931
1092,18,1,0,2,7.724727905981792,0,0,2,1,1,0,0,3.5069200713692137,0.0,Male,Caucasian,Some College,Moderate,F,2,4,5.9311819764954485,0,0.8767300178423034,0.3866274658647188,0.0
1093,16,0,0,2,9.697174794322072,1,1,3,0,0,0,0,3.552286943350944,0.0,Female,Caucasian,Some College,High,F,0,5,5.424293698580518,0,0.888071735837736,0.4853631714278619,0.0344827586206896
1094,16,0,3,2,7.099902316278836,16,1,3,0,1,0,0,2.23849135429023,3.0,Female,Other,Some College,High,B,1,5,6.774975579069709,0,0.5596228385725575,0.3553502761883267,0.5517241379310345
1095,16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.7084723438568763,2.0,Male,Caucasian,High School,Low,C,2,2,5.60356082492147,0,0.6771180859642191,0.3210279189277962,0.1379310344827586
1096,16,1,2,3,19.278320241463767,29,0,3,0,0,0,1,0.7329082339013866,4.0,Male,Asian,Bachelor,High,A,1,6,6.819580060365942,1,0.1832270584753466,0.9649710946721968,1.0
1097,16,1,1,1,12.831593624867883,29,0,4,0,0,1,0,0.9654824453045304,4.0,Male,African American,High School,Very High,A,1,5,5.207898406216971,1,0.2413706113261326,0.6422642553524864,1.0
1098,18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.5552328599380942,2.0,Female,Caucasian,Some College,Moderate,C,1,4,2.117164776836941,0,0.6388082149845236,0.0234070026507847,0.1724137931034483
1099,16,0,0,3,8.603518168886264,25,0,2,1,0,1,1,0.7443222999212357,4.0,Female,Caucasian,Bachelor,Moderate,A,3,5,8.150879542221567,1,0.1860805749803089,0.430617485146254,0.8620689655172413
1100,15,0,0,1,17.500173994879404,24,0,2,0,0,0,0,0.7220565813951911,4.0,Female,Caucasian,High School,Moderate,A,0,3,4.375043498719851,1,0.1805141453487977,0.8759615881101759,0.8275862068965517
1101,17,1,2,1,6.029123728213359,23,1,1,1,1,0,1,1.2712295298373406,4.0,Male,Asian,High School,Low,A,3,2,10.50728093205334,1,0.3178073824593351,0.3017498066296696,0.7931034482758621
1102,16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.52614214142023,2.0,Male,Caucasian,Bachelor,High,C,3,6,6.472781723871941,0,0.6315355353550575,0.094612144615863,0.2068965517241379
1103,16,0,1,1,15.167695431798355,27,0,3,1,1,0,0,0.9424153953595232,4.0,Female,African American,High School,High,A,2,4,7.791923857949589,1,0.2356038488398808,0.7592036069457252,0.9310344827586208
1104,18,1,0,2,12.120276638721624,20,1,2,0,1,0,0,1.515639098395023,4.0,Male,Caucasian,Some College,Moderate,A,1,4,8.030069159680405,1,0.3789097745987557,0.606657524990638,0.6896551724137931
1105,16,1,1,0,11.406250156530078,29,0,3,1,0,0,0,0.6482739267081915,4.0,Male,African American,,High,A,1,3,4.8515625391325194,1,0.1620684816770478,0.5709151641054363,1.0
1106,16,1,2,2,1.0715311921481585,14,0,3,0,1,1,1,2.0488500821388604,3.0,Male,Asian,Some College,High,B,3,5,6.267882798037039,0,0.5122125205347151,0.0535852553626625,0.4827586206896551
1107,16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1,0.8422959992571388,4.0,Female,Other,High School,,A,2,1,4.702495048977586,1,0.2105739998142847,0.1406076182899785,0.6206896551724138
1108,18,1,0,0,12.450987924262275,15,0,1,0,1,0,0,1.4641879236906472,4.0,Male,Caucasian,,Low,A,1,1,5.112746981065569,1,0.3660469809226618,0.6232120960204446,0.5172413793103449
1109,16,1,2,2,4.156476829176716,24,1,3,1,1,0,0,1.487946865169799,4.0,Male,Asian,Some College,High,A,2,5,8.03911920729418,1,0.3719867162924497,0.2080098362710268,0.8275862068965517
1110,17,0,2,1,10.081401594968488,12,1,4,0,0,0,0,2.587565796370635,2.0,Female,Asian,High School,Very High,C,0,5,5.5203503987421225,0,0.6468914490926587,0.5045965938750515,0.4137931034482758
1111,18,0,1,1,10.89763372058787,4,1,3,0,0,0,0,3.2208069781948727,1.0,Female,African American,High School,High,D,0,4,5.724408430146967,0,0.8052017445487182,0.5454551109295448,0.1379310344827586
1112,17,1,3,0,5.670143805418788,2,1,4,0,0,1,0,3.5451594318003106,0.0,Male,Other,,Very High,F,1,4,6.417535951354697,0,0.8862898579500776,0.2837801790723216,0.0689655172413793
1113,18,1,0,1,18.968503110829857,2,0,2,0,0,0,0,3.0895989530746473,1.0,Male,Caucasian,High School,Moderate,D,0,3,4.742125777707464,0,0.7723997382686618,0.949462432223786,0.0689655172413793
1114,16,0,0,1,16.8492821367115,18,1,1,0,1,1,0,1.9199564399182076,4.0,Female,Caucasian,High School,Low,A,2,2,11.212320534177875,1,0.4799891099795519,0.8433795869209878,0.6206896551724138
1115,17,0,2,0,14.44747015265597,13,1,2,0,0,0,0,2.1985931845869615,3.0,Female,Asian,,Moderate,B,0,2,6.611867538163993,0,0.5496482961467404,0.7231509499535907,0.4482758620689655
1116,18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1,0.8782126167627767,4.0,Male,Caucasian,Bachelor,,A,1,3,2.3899693320470456,1,0.2195531541906941,0.0780306285617954,0.5172413793103449
1117,15,1,2,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,4.0,Male,Asian,,High,A,2,3,4.530650096545097,1,0.3350921618781017,0.106199122474583,0.7241379310344828
1118,16,1,2,2,9.855626917299114,16,0,4,0,0,0,0,1.8195113357139092,4.0,Male,Asian,Some College,Very High,A,0,6,2.4639067293247785,1,0.4548778339284773,0.4932948841916366,0.5517241379310345
1119,18,1,0,1,3.2142669838197135,26,0,3,0,1,0,0,0.6193509314675341,4.0,Male,Caucasian,High School,High,A,1,4,2.8035667459549285,1,0.1548377328668835,0.1608451929948046,0.896551724137931
1120,15,0,2,1,19.56530927058948,3,0,2,1,0,1,1,3.619460869693516,0.0,Female,Asian,High School,Moderate,F,3,3,10.89132731764737,0,0.904865217423379,0.9793370400606944,0.1034482758620689
1121,18,1,0,3,3.170404680548189,12,1,1,1,1,0,0,2.1749027962098797,3.0,Male,Caucasian,Bachelor,Low,B,2,4,7.792601170137047,0,0.5437256990524699,0.1586495569618452,0.4137931034482758
1122,15,1,1,1,9.74935670927948,7,1,1,0,1,1,0,2.9744060149110436,2.0,Male,African American,High School,Low,C,2,2,9.43733917731987,0,0.7436015037277609,0.4879752661927004,0.2413793103448275
1123,16,0,1,4,7.282421136830108,18,0,2,0,0,0,0,0.9807358437488028,4.0,Female,African American,Higher,Moderate,A,0,6,1.820605284207527,1,0.2451839609372007,0.3644867070003352,0.6206896551724138
1124,17,1,3,1,12.78772842908196,4,0,3,0,0,0,0,3.101673809015105,1.0,Male,Other,High School,High,D,0,4,3.1969321072704906,0,0.7754184522537763,0.6400684745275675,0.1379310344827586
1125,15,0,0,2,2.5807281777884983,1,1,2,1,0,1,0,3.4982573417733205,1.0,Female,Caucasian,Some College,Moderate,D,2,4,7.645182044447124,0,0.8745643354433301,0.1291318417330332,0.0344827586206896
1126,18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.590553445052984,2.0,Male,Caucasian,Some College,Very High,C,1,6,4.151582140211954,0,0.647638361263246,0.4307581662641453,0.4827586206896551
1127,16,1,1,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,0.0,Male,African American,Bachelor,High,F,1,6,3.3735251640357182,0,0.8837509395460796,0.2749679039960883,0.0344827586206896
1128,15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.8199217452931866,2.0,Female,Asian,Some College,Low,C,1,3,9.43875762335844,0,0.7049804363232967,0.8887190602382545,0.3448275862068966
1129,18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0,2.0165967745176614,3.0,Female,African American,Some College,Low,B,2,3,7.202928560673476,0,0.5041491936294153,0.0405794756008483,0.4137931034482758
1130,18,1,0,1,18.274549880129182,22,1,3,0,0,0,0,1.3711850388917164,4.0,Male,Caucasian,High School,High,A,0,4,7.568637470032296,1,0.3427962597229291,0.9147248875699432,0.7586206896551724
1131,18,1,0,1,16.65988277106001,9,0,1,0,0,0,0,2.1047955879699045,3.0,Male,Caucasian,High School,Low,B,0,2,4.164970692765002,0,0.5261988969924761,0.8338987334129132,0.3103448275862069
1132,15,1,0,3,5.951414328816309,2,0,3,0,0,0,0,3.030439088696523,1.0,Male,Caucasian,Bachelor,High,D,0,6,1.4878535822040773,0,0.7576097721741307,0.2978598705184813,0.0689655172413793
